employee_id,emp_name,call_date,working_hours,work_efficiency,total_break_taken_minutes,calls_attended,active_with_customer_minutes,lunch_minutes,normal_break_minutes,feedback_score,training_minutes,meeting_minutes,unwanted_break_minutes,other_work_minutes
E111,Amit,29-02-2024,7.49,81.93,82,113,246,34,15,4.53,41,22,9,21
E106,Amit,29-02-2024,7.14,99.21,44,48,223,34,13,4.03,19,12,1,39
E107,Vikram,26-02-2024,6.49,86.33,67,130,356,31,17,4.34,32,16,13,18
E101,Amit,31-01-2024,8.36,78.26,62,116,274,35,12,4.69,3,3,12,62
E109,Sneha,24-03-2024,8.2,91.28,57,122,376,33,12,3.02,44,56,5,70
E110,Ananya,24-01-2024,7.15,78.14,60,60,354,34,9,3.81,43,13,8,63
E107,Pooja,29-03-2024,6.08,97.13,64,63,408,34,16,4.81,10,19,12,46
E102,Karan,05-02-2024,8.52,81.24,59,141,159,38,13,4.48,41,59,8,74
E106,Neha,25-03-2024,6.03,86.5,36,43,407,27,7,4.09,46,12,12,51
E102,Pooja,30-01-2024,8.11,71.52,76,63,316,21,7,4.06,4,2,4,58
E106,Karan,24-01-2024,8.91,82.78,21,98,392,21,5,3.7,24,25,13,13
E110,Ananya,30-01-2024,7.31,94.97,81,138,383,29,13,4.04,48,25,4,73
E111,Ananya,26-03-2024,6.7,94.17,28,42,176,22,10,4.31,59,17,8,60
E101,Neha,07-01-2024,8.11,76.73,87,107,417,36,6,3.84,36,31,7,69
E109,Neha,04-02-2024,8.45,76.78,36,140,217,27,12,4.43,33,13,6,40
E105,Ananya,24-02-2024,7.64,94.52,69,79,256,23,16,4.72,8,46,7,67
E102,Karan,14-01-2024,8.9,97.91,59,87,206,33,13,3.31,5,2,2,13
E102,Simran,10-01-2024,6.16,72.86,77,93,361,29,13,3.9,17,0,14,31
E108,Amit,20-03-2024,7.51,83.5,40,74,318,20,6,3.82,13,25,7,12
E106,Riya,16-01-2024,8.16,80.12,37,134,203,23,6,4.37,18,23,0,56
E104,Rohit,23-02-2024,8.59,96.12,74,95,361,20,17,3.5,13,48,6,47
E111,Rahul,29-03-2024,6.54,72.51,48,147,400,36,11,4.28,39,34,18,42
E109,Rohit,17-03-2024,8.4,76.33,43,128,371,36,15,4.75,16,13,1,57
E106,Pooja,10-03-2024,7.66,92.57,36,79,309,26,8,3.84,59,2,13,74
E108,Vikram,13-02-2024,7.19,71.54,37,116,271,39,17,4.82,34,12,17,35
E100,Pooja,13-03-2024,6.4,84.78,61,107,397,34,5,4.99,28,46,14,17
E106,Vikram,14-02-2024,8.6,83.26,64,85,258,32,12,3.21,41,49,13,59
E105,Karan,25-02-2024,6.47,80.03,36,117,295,21,6,3.47,16,13,18,47
E109,Vikram,24-03-2024,6.93,81.84,33,52,127,38,18,4.9,58,20,18,19
E111,Neha,22-03-2024,6.87,85.9,68,66,414,32,7,4.92,42,25,16,51
E108,Simran,26-02-2024,8.61,74.84,48,45,354,30,9,3.2,7,2,18,46
E100,Riya,21-01-2024,8.02,87.16,23,56,282,34,18,3.03,0,50,15,35
E103,Riya,08-03-2024,8.39,94.16,39,75,168,29,7,3.32,44,39,19,21
E108,Neha,19-02-2024,6.75,92.8,66,143,157,28,11,4.99,52,3,18,58
E103,Simran,02-02-2024,7.87,74.62,28,152,255,28,11,3.36,35,35,0,23
E109,Sneha,07-01-2024,7.72,74.48,46,138,338,39,18,4.01,6,50,18,55
E102,Rohit,10-03-2024,8.5,78.05,34,120,415,20,6,4.7,45,42,6,44
E108,Karan,15-01-2024,8.72,80.83,38,144,153,36,17,3.04,4,0,10,38
E101,Rohit,22-03-2024,6.04,82.25,71,41,198,31,17,4.21,23,39,4,21
E103,Sneha,01-02-2024,8.02,90.39,45,116,355,29,11,3.55,27,46,16,53
E105,Sneha,15-03-2024,6.16,71.7,45,91,392,24,15,4.72,42,32,10,75
E101,Pooja,20-01-2024,7.65,71.04,45,105,280,37,10,3.57,16,6,7,11
E107,Ananya,28-03-2024,6.86,81.76,65,91,294,34,14,4.37,36,52,9,68
E107,Pooja,15-01-2024,6.92,90.91,68,131,340,25,13,4.35,19,51,11,26
E100,Ananya,17-02-2024,7.06,75.8,72,82,128,26,17,3.44,2,51,9,19
E111,Rahul,11-03-2024,7.86,89.25,22,129,408,36,13,3.07,36,55,12,27
E102,Vikram,21-01-2024,7,77.79,85,61,232,25,6,3.82,25,10,17,31
E109,Simran,11-02-2024,8.2,96.58,61,150,324,27,11,3.58,14,26,9,67
E108,Ananya,26-01-2024,7.21,96.87,38,146,305,31,9,4.62,50,13,18,62
E104,Rohit,14-01-2024,6.21,78.92,36,94,316,33,17,4.6,47,21,19,10
E105,Neha,26-02-2024,8.35,76.9,52,106,385,31,10,3.91,7,15,16,70
E103,Pooja,06-02-2024,6.86,82.34,68,138,381,29,5,4.21,12,45,19,40
E109,Simran,27-02-2024,7.3,77.22,75,99,367,39,11,4.21,47,11,15,40
E101,Karan,21-01-2024,8.06,90.17,82,97,234,34,10,4.65,2,48,4,75
E110,Simran,22-03-2024,7,94.78,22,51,240,26,8,3.85,0,45,2,28
E107,Vikram,09-03-2024,6.17,90.19,68,127,260,28,5,3.55,8,9,14,62
E110,Rahul,03-01-2024,7.12,94.73,74,108,184,29,13,3.53,30,23,1,31
E105,Ananya,27-03-2024,8.83,81.91,45,123,395,29,8,4.07,40,45,12,32
E104,Rahul,30-03-2024,7.93,74.69,71,142,358,35,6,3.9,53,17,7,24
E108,Karan,06-02-2024,8.01,92.14,26,78,129,26,12,3.88,25,21,16,35
E100,Sneha,28-03-2024,7.9,80.81,65,52,352,24,6,3.18,16,8,3,12
E104,Riya,18-02-2024,6.6,90.14,65,80,314,22,9,4.44,55,16,18,29
E105,Karan,19-01-2024,7.26,78.12,35,96,131,37,15,3.43,33,37,8,49
E104,Arjun,29-03-2024,8.25,72.44,43,92,296,30,10,3.39,8,39,14,48
E105,Karan,25-03-2024,6.3,99.78,80,148,296,34,15,3.83,55,57,8,27
E105,Rahul,12-01-2024,6.83,74.69,73,51,336,39,17,3.46,50,12,8,50
E106,Simran,01-03-2024,6.83,99.65,81,52,130,24,12,4.17,12,49,13,79
